tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-02-27,Jakarta Pusat,Siang,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Siang,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Malam,Hujan Petir,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Malam,Hujan Lokal,65 - 95,24 - 32
2017-02-27,Jakarta Timur,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Barat,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Selatan,Dini Hari,Berawan,65 - 95,24 - 32
2017-02-27,Kepulauan Seribu,Dini Hari,Hujan Ringan,65 - 95,24 - 32
2017-02-27,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-02-27,Jakarta Utara,Dini Hari,Cerah Berawan,65 - 95,24 - 32
2017-02-28,Jakarta Timur,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Pagi,Hujan Petir,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Pagi,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Pagi,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Pagi,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Siang,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Siang,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Siang,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Siang,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Malam,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Malam,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Malam,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Malam,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Malam,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Malam,Hujan Sedang,60 - 95,24 - 32
2017-02-28,Jakarta Timur,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Barat,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Jakarta Selatan,Dini Hari,Hujan Lokal,60 - 95,24 - 32
2017-02-28,Kepulauan Seribu,Dini Hari,Hujan Petir,60 - 95,24 - 32
2017-02-28,Jakarta Pusat,Dini Hari,Hujan Ringan,60 - 95,24 - 32
2017-02-28,Jakarta Utara,Dini Hari,Hujan Sedang,60 - 95,24 - 32
2017-03-01,Jakarta Timur,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Jakarta Barat,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Jakarta Selatan,Pagi,Hujan Ringan,65 - 95,24 - 32
2017-03-01,Kepulauan Seribu,Pagi,Cerah Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Pusat,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Jakarta Utara,Pagi,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Jakarta Timur,Siang,Berawan Tebal,65 - 95,24 - 32
2017-03-01,Jakarta Barat,Siang,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Selatan,Siang,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Kepulauan Seribu,Siang,Berawan Tebal,65 - 95,24 - 32
2017-03-01,Jakarta Pusat,Siang,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Utara,Siang,Berawan Tebal,65 - 95,24 - 32
2017-03-01,Jakarta Timur,Malam,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Barat,Malam,Cerah Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Selatan,Malam,Berawan,65 - 95,24 - 32
2017-03-01,Kepulauan Seribu,Malam,Hujan Lokal,65 - 95,24 - 32
2017-03-01,Jakarta Pusat,Malam,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Utara,Malam,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Timur,Dini Hari,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Barat,Dini Hari,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Selatan,Dini Hari,Berawan,65 - 95,24 - 32
2017-03-01,Kepulauan Seribu,Dini Hari,Berawan,65 - 95,24 - 32
2017-03-01,Jakarta Pusat,Dini Hari,Berawan Tebal,65 - 95,24 - 32
2017-03-01,Jakarta Utara,Dini Hari,Berawan Tebal,65 - 95,24 - 32
2017-03-02,Jakarta Timur,Pagi,Hujan Petir,70 - 95,24 - 32
2017-03-02,Jakarta Barat,Pagi,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Selatan,Pagi,Hujan Petir,70 - 95,24 - 32
2017-03-02,Kepulauan Seribu,Pagi,Berawan Tebal,70 - 95,24 - 32
2017-03-02,Jakarta Pusat,Pagi,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Utara,Pagi,Hujan Lokal,70 - 95,24 - 32
2017-03-02,Jakarta Timur,Siang,Hujan Sedang,70 - 95,24 - 32
2017-03-02,Jakarta Barat,Siang,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Selatan,Siang,Hujan Sedang,70 - 95,24 - 32
2017-03-02,Kepulauan Seribu,Siang,Berawan Tebal,70 - 95,24 - 32
2017-03-02,Jakarta Pusat,Siang,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Utara,Siang,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Timur,Malam,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Barat,Malam,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Selatan,Malam,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Kepulauan Seribu,Malam,Hujan Sedang,70 - 95,24 - 32
2017-03-02,Jakarta Pusat,Malam,Hujan Ringan,70 - 95,24 - 32
2017-03-02,Jakarta Utara,Malam,Hujan Sedang,70 - 95,24 - 32
2017-03-02,Jakarta Timur,Dini Hari,Cerah Berawan,70 - 95,24 - 32
2017-03-02,Jakarta Barat,Dini Hari,Cerah Berawan,70 - 95,24 - 32
2017-03-02,Jakarta Selatan,Dini Hari,Cerah Berawan,70 - 95,24 - 32
2017-03-02,Kepulauan Seribu,Dini Hari,Hujan Lokal,70 - 95,24 - 32
2017-03-02,Jakarta Pusat,Dini Hari,Berawan,70 - 95,24 - 32
2017-03-02,Jakarta Utara,Dini Hari,Berawan,70 - 95,24 - 32
2017-03-03,Jakarta Timur,Pagi,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Barat,Pagi,Hujan Sedang,85 - 95,23 - 32
2017-03-03,Jakarta Selatan,Pagi,Hujan Petir,85 - 95,23 - 32
2017-03-03,Kepulauan Seribu,Pagi,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Pusat,Pagi,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Utara,Pagi,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Timur,Siang,Hujan Lokal,85 - 95,23 - 32
2017-03-03,Jakarta Barat,Siang,Hujan Sedang,85 - 95,23 - 32
2017-03-03,Jakarta Selatan,Siang,Hujan Sedang,85 - 95,23 - 32
2017-03-03,Kepulauan Seribu,Siang,Hujan Lokal,85 - 95,23 - 32
2017-03-03,Jakarta Pusat,Siang,Hujan Lokal,85 - 95,23 - 32
2017-03-03,Jakarta Utara,Siang,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Timur,Malam,Berawan,85 - 95,23 - 32
2017-03-03,Jakarta Barat,Malam,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Jakarta Selatan,Malam,Berawan,85 - 95,23 - 32
2017-03-03,Kepulauan Seribu,Malam,Hujan Lokal,85 - 95,23 - 32
2017-03-03,Jakarta Pusat,Malam,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Jakarta Utara,Malam,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Timur,Dini Hari,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Jakarta Barat,Dini Hari,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Jakarta Selatan,Dini Hari,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Kepulauan Seribu,Dini Hari,Hujan Ringan,85 - 95,23 - 32
2017-03-03,Jakarta Pusat,Dini Hari,Berawan Tebal,85 - 95,23 - 32
2017-03-03,Jakarta Utara,Dini Hari,Berawan Tebal,85 - 95,23 - 32
2017-03-04,Jakarta Timur,Pagi,Hujan Petir,60 - 100,24 - 32
2017-03-04,Jakarta Barat,Pagi,Hujan Sedang,60 - 100,24 - 32
2017-03-04,Jakarta Selatan,Pagi,Hujan Petir,60 - 100,24 - 32
2017-03-04,Kepulauan Seribu,Pagi,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Jakarta Pusat,Pagi,Hujan Sedang,60 - 100,24 - 32
2017-03-04,Jakarta Utara,Pagi,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Jakarta Timur,Siang,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Barat,Siang,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Jakarta Selatan,Siang,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Kepulauan Seribu,Siang,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Pusat,Siang,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Utara,Siang,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Timur,Malam,Cerah Berawan,60 - 100,24 - 32
2017-03-04,Jakarta Barat,Malam,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Selatan,Malam,Cerah Berawan,60 - 100,24 - 32
2017-03-04,Kepulauan Seribu,Malam,Hujan Sedang,60 - 100,24 - 32
2017-03-04,Jakarta Pusat,Malam,Hujan Lokal,60 - 100,24 - 32
2017-03-04,Jakarta Utara,Malam,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 100,24 - 32
2017-03-04,Jakarta Barat,Dini Hari,Berawan,60 - 100,24 - 32
2017-03-04,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 100,24 - 32
2017-03-04,Kepulauan Seribu,Dini Hari,Hujan Ringan,60 - 100,24 - 32
2017-03-04,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 100,24 - 32
2017-03-04,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 100,24 - 32
2017-03-05,Jakarta Timur,Pagi,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Barat,Pagi,Hujan Lokal,65 - 95,23 - 31
2017-03-05,Jakarta Selatan,Pagi,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Kepulauan Seribu,Pagi,Berawan,65 - 95,23 - 31
2017-03-05,Jakarta Pusat,Pagi,Hujan Lokal,65 - 95,23 - 31
2017-03-05,Jakarta Utara,Pagi,Hujan Lokal,65 - 95,23 - 31
2017-03-05,Jakarta Timur,Siang,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Barat,Siang,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Selatan,Siang,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Kepulauan Seribu,Siang,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Pusat,Siang,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Utara,Siang,Hujan Sedang,65 - 95,23 - 31
2017-03-05,Jakarta Timur,Malam,Hujan Sedang,65 - 95,23 - 31
2017-03-05,Jakarta Barat,Malam,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Selatan,Malam,Hujan Sedang,65 - 95,23 - 31
2017-03-05,Kepulauan Seribu,Malam,Hujan Petir,65 - 95,23 - 31
2017-03-05,Jakarta Pusat,Malam,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Utara,Malam,Hujan Ringan,65 - 95,23 - 31
2017-03-05,Jakarta Timur,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-05,Jakarta Barat,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-05,Jakarta Selatan,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-05,Kepulauan Seribu,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-05,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-05,Jakarta Utara,Dini Hari,Cerah Berawan,65 - 95,23 - 31
2017-03-06,Jakarta Timur,Pagi,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Jakarta Barat,Pagi,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Jakarta Selatan,Pagi,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Kepulauan Seribu,Pagi,Berawan,65 - 90,25 - 32
2017-03-06,Jakarta Pusat,Pagi,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Jakarta Utara,Pagi,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Jakarta Timur,Siang,Hujan Sedang,65 - 90,25 - 32
2017-03-06,Jakarta Barat,Siang,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Jakarta Selatan,Siang,Hujan Petir,65 - 90,25 - 32
2017-03-06,Kepulauan Seribu,Siang,Hujan Petir,65 - 90,25 - 32
2017-03-06,Jakarta Pusat,Siang,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Jakarta Utara,Siang,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Jakarta Timur,Malam,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Jakarta Barat,Malam,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Jakarta Selatan,Malam,Hujan Lokal,65 - 90,25 - 32
2017-03-06,Kepulauan Seribu,Malam,Hujan Petir,65 - 90,25 - 32
2017-03-06,Jakarta Pusat,Malam,Hujan Ringan,65 - 90,25 - 32
2017-03-06,Jakarta Utara,Malam,Hujan Sedang,65 - 90,25 - 32
2017-03-06,Jakarta Timur,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-06,Jakarta Barat,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-06,Jakarta Selatan,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-06,Kepulauan Seribu,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-06,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-06,Jakarta Utara,Dini Hari,Cerah Berawan,65 - 90,25 - 32
2017-03-07,Jakarta Timur,Pagi,Hujan Petir,95 - 95,24 - 30
2017-03-07,Jakarta Barat,Pagi,Hujan Petir,95 - 95,24 - 30
2017-03-07,Jakarta Selatan,Pagi,Hujan Petir,95 - 95,24 - 30
2017-03-07,Kepulauan Seribu,Pagi,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Pusat,Pagi,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Utara,Pagi,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Timur,Siang,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Barat,Siang,Hujan Petir,95 - 95,24 - 30
2017-03-07,Jakarta Selatan,Siang,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Kepulauan Seribu,Siang,Hujan Sedang,95 - 95,24 - 30
2017-03-07,Jakarta Pusat,Siang,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Utara,Siang,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Timur,Malam,Berawan Tebal,95 - 95,24 - 30
2017-03-07,Jakarta Barat,Malam,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Selatan,Malam,Berawan Tebal,95 - 95,24 - 30
2017-03-07,Kepulauan Seribu,Malam,Hujan Petir,95 - 95,24 - 30
2017-03-07,Jakarta Pusat,Malam,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Utara,Malam,Hujan Lokal,95 - 95,24 - 30
2017-03-07,Jakarta Timur,Dini Hari,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Barat,Dini Hari,Berawan Tebal,95 - 95,24 - 30
2017-03-07,Jakarta Selatan,Dini Hari,Berawan Tebal,95 - 95,24 - 30
2017-03-07,Kepulauan Seribu,Dini Hari,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Pusat,Dini Hari,Hujan Ringan,95 - 95,24 - 30
2017-03-07,Jakarta Utara,Dini Hari,Hujan Sedang,95 - 95,24 - 30
2017-03-08,Jakarta Timur,Pagi,Hujan Ringan,70 - 95,23 - 33
2017-03-08,Jakarta Barat,Pagi,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Selatan,Pagi,Hujan Ringan,70 - 95,23 - 33
2017-03-08,Kepulauan Seribu,Pagi,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Pusat,Pagi,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Utara,Pagi,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Timur,Siang,Berawan,70 - 95,23 - 33
2017-03-08,Jakarta Barat,Siang,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Selatan,Siang,Berawan,70 - 95,23 - 33
2017-03-08,Kepulauan Seribu,Siang,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Pusat,Siang,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Utara,Siang,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Timur,Malam,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Barat,Malam,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Selatan,Malam,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Kepulauan Seribu,Malam,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Pusat,Malam,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Utara,Malam,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Timur,Dini Hari,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Jakarta Barat,Dini Hari,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Selatan,Dini Hari,Berawan Tebal,70 - 95,23 - 33
2017-03-08,Kepulauan Seribu,Dini Hari,Hujan Ringan,70 - 95,23 - 33
2017-03-08,Jakarta Pusat,Dini Hari,Hujan Lokal,70 - 95,23 - 33
2017-03-08,Jakarta Utara,Dini Hari,Hujan Lokal,70 - 95,23 - 33
2017-03-09,Jakarta Timur,Pagi,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Jakarta Barat,Pagi,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Jakarta Selatan,Pagi,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Kepulauan Seribu,Pagi,Cerah Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Pusat,Pagi,Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Utara,Pagi,Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Timur,Siang,Berawan Tebal,65 - 90,24 - 32
2017-03-09,Jakarta Barat,Siang,Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Selatan,Siang,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Kepulauan Seribu,Siang,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Jakarta Pusat,Siang,Berawan Tebal,65 - 90,24 - 32
2017-03-09,Jakarta Utara,Siang,Berawan Tebal,65 - 90,24 - 32
2017-03-09,Jakarta Timur,Malam,Hujan Lokal,65 - 90,24 - 32
2017-03-09,Jakarta Barat,Malam,Hujan Lokal,65 - 90,24 - 32
2017-03-09,Jakarta Selatan,Malam,Berawan,65 - 90,24 - 32
2017-03-09,Kepulauan Seribu,Malam,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Jakarta Pusat,Malam,Hujan Lokal,65 - 90,24 - 32
2017-03-09,Jakarta Utara,Malam,Hujan Ringan,65 - 90,24 - 32
2017-03-09,Jakarta Timur,Dini Hari,Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Barat,Dini Hari,Berawan,65 - 90,24 - 32
2017-03-09,Jakarta Selatan,Dini Hari,Berawan,65 - 90,24 - 32
2017-03-09,Kepulauan Seribu,Dini Hari,Hujan Lokal,65 - 90,24 - 32
2017-03-09,Jakarta Pusat,Dini Hari,Berawan,65 - 90,24 - 32
